NAME,LTP,DC,DO,DH,DL,PDC,CH,PCH,DV,LTT,WH52,WL52,DATE_TIME,DATE_TODAY,HOUR,MIN
ICIBAN,437.05,440.55,438.40,439.00,436.50,440.55,-3.50,-0.79,46382,09:20:59.000,458.45,310.30,2019-10-18 09:20:50,2019-10-18,09,20
ITC,246.05,245.85,246.50,246.50,245.00,245.85,0.20,+0.08,7445,09:21:02.000,310.00,234.10,2019-10-18 09:20:50,2019-10-18,09,20
TCS,2035.00,2030.70,2038.00,2041.20,2030.00,2030.70,4.30,+0.21,4313,09:21:05.000,2296.00,1784.00,2019-10-18 09:20:50,2019-10-18,09,20
KOTMAH,1593.35,1603.95,1603.95,1604.80,1591.05,1603.95,-10.60,-0.66,1462,09:21:06.000,1682.40,1099.00,2019-10-18 09:20:50,2019-10-18,09,20
LARTOU,1433.10,1424.25,1428.00,1433.10,1425.80,1424.25,8.85,+0.62,4204,09:21:08.000,1606.70,1183.40,2019-10-18 09:20:50,2019-10-18,09,20
HINLEV,2093.50,2103.60,2100.00,2100.00,2091.00,2103.60,-10.10,-0.48,1687,09:21:09.000,2108.00,1522.00,2019-10-18 09:20:50,2019-10-18,09,20
AXIBAN,707.15,710.55,710.90,710.90,706.00,710.55,-3.40,-0.48,11312,09:21:11.000,826.55,534.15,2019-10-18 09:20:50,2019-10-18,09,20
STABAN,263.50,265.45,264.50,264.70,263.50,265.45,-1.95,-0.73,60598,09:21:14.000,373.70,244.35,2019-10-18 09:20:50,2019-10-18,09,20
BAJFI,4094.00,4105.20,4120.00,4120.00,4082.80,4105.20,-11.20,-0.27,2503,09:21:16.000,4115.25,2000.80,2019-10-18 09:20:50,2019-10-18,09,20
MARUTI,7072.05,7123.10,7105.00,7105.00,7062.95,7123.10,-51.05,-0.72,2367,09:21:17.000,7929.00,5447.00,2019-10-18 09:20:50,2019-10-18,09,20
INDBA,1325.00,1339.80,1338.00,1338.00,1323.00,1339.80,-14.80,-1.10,8312,09:21:19.000,1835.00,1192.00,2019-10-18 09:20:50,2019-10-18,09,20
ASIPAI,1807.95,1812.95,1812.95,1815.65,1801.20,1812.95,-5.00,-0.28,1921,09:21:20.000,1824.15,1119.60,2019-10-18 09:20:50,2019-10-18,09,20
BHAAIR,382.85,385.75,385.00,385.00,382.20,385.75,-2.90,-0.75,4412,09:21:22.000,396.55,264.41,2019-10-18 09:20:50,2019-10-18,09,20
HCLTEC,1094.00,1092.90,1103.00,1103.00,1090.95,1092.90,1.10,+0.10,524,09:21:24.000,1190.00,920.15,2019-10-18 09:20:50,2019-10-18,09,20
TITIND,1280.35,1276.85,1287.70,1287.70,1274.40,1276.85,3.50,+0.27,2896,09:21:26.000,1345.55,766.65,2019-10-18 09:20:50,2019-10-18,09,20
MAHMAH,587.55,593.15,589.75,591.10,586.15,593.15,-5.60,-0.94,3144,09:21:28.000,814.00,502.85,2019-10-18 09:20:50,2019-10-18,09,20
BAFINS,8334.35,8295.65,8362.00,8362.00,8282.45,8295.65,38.70,+0.47,736,09:21:28.000,8668.65,4960.00,2019-10-18 09:20:50,2019-10-18,09,20
NTPC,118.80,118.60,119.80,119.80,118.55,118.60,0.20,+0.17,6030,09:21:32.000,145.85,106.71,2019-10-18 09:20:50,2019-10-18,09,20
NESIND,14432.00,14512.75,14510.00,14512.75,14392.35,14512.75,-80.75,-0.56,99,09:21:33.000,14606.60,9205.00,2019-10-18 09:20:50,2019-10-18,09,20
POWGRI,197.75,197.70,197.00,197.75,197.00,197.70,0.05,+0.03,1583,09:21:35.000,216.20,173.05,2019-10-18 09:20:50,2019-10-18,09,20
ULTCEM,4295.45,4257.40,4260.00,4303.60,4256.90,4257.40,38.05,+0.89,1316,09:21:37.000,4903.90,3263.70,2019-10-18 09:20:50,2019-10-18,09,20
TECMAH,730.20,726.25,724.85,732.15,723.05,726.25,3.95,+0.54,4005,09:21:38.000,846.00,607.90,2019-10-18 09:20:50,2019-10-18,09,20
SUNPHA,399.60,401.40,401.60,401.60,397.80,401.40,-1.80,-0.45,8854,09:21:39.000,616.50,350.40,2019-10-18 09:20:50,2019-10-18,09,20
ONGC,140.60,141.35,141.00,141.15,140.00,141.35,-0.75,-0.53,10403,09:21:41.000,178.95,115.55,2019-10-18 09:20:50,2019-10-18,09,20
BAAUTO,3093.90,3110.30,3120.00,3123.45,3088.55,3110.30,-16.40,-0.53,827,09:21:41.000,3145.55,2400.00,2019-10-18 09:20:50,2019-10-18,09,20
BHARAS,NA,6053.45,NA,NA,NA,6053.45,NA,NA,NA,09:21:44.000,6539.00,3352.10,2019-10-18 09:20:50,2019-10-18,09,20
INDOIL,146.85,146.45,147.65,147.65,145.95,146.45,0.40,+0.27,5529,09:21:46.000,170.40,116.10,2019-10-18 09:20:50,2019-10-18,09,20
COALIN,198.50,199.35,199.00,199.00,197.90,199.35,-0.85,-0.43,18097,09:21:48.000,288.30,177.80,2019-10-18 09:20:50,2019-10-18,09,20
WIPRO,249.95,248.05,248.10,250.45,248.10,248.05,1.90,+0.77,9265,09:21:49.000,301.55,220.50,2019-10-18 09:20:50,2019-10-18,09,20
HERHON,2621.90,2628.60,2629.00,2631.70,2615.10,2628.60,-6.70,-0.25,754,09:21:51.000,3382.70,2228.25,2019-10-18 09:20:50,2019-10-18,09,20
BRIIND,3232.70,3245.20,3244.00,3244.00,3224.95,3245.20,-12.50,-0.39,296,09:21:52.000,3443.90,2302.00,2019-10-18 09:20:50,2019-10-18,09,20
UNIP,590.85,592.40,591.70,591.90,589.00,592.40,-1.55,-0.26,2621,09:21:57.000,709.25,390.53,2019-10-18 09:20:50,2019-10-18,09,20
DRREDD,2720.00,2726.65,2722.50,2725.20,2718.00,2726.65,-6.65,-0.24,171,09:21:58.000,2965.20,2065.30,2019-10-18 09:20:50,2019-10-18,09,20
ADAPOR,409.00,408.95,410.00,410.95,408.45,408.95,0.05,+0.01,6377,09:22:01.000,430.00,293.95,2019-10-18 09:20:50,2019-10-18,09,20
GRASIM,722.30,724.75,724.75,724.75,718.00,724.75,-2.45,-0.34,3375,09:22:01.000,958.55,635.60,2019-10-18 09:20:50,2019-10-18,09,20
VEDLIM,150.00,148.15,148.30,150.00,148.00,148.15,1.85,+1.25,82482,09:22:07.000,228.00,125.70,2019-10-18 09:20:50,2019-10-18,09,20
HINDAL,187.65,188.85,189.00,189.00,186.85,188.85,-1.20,-0.64,10195,09:22:08.000,246.00,171.25,2019-10-18 09:20:50,2019-10-18,09,20
TATSTE,352.60,355.65,355.65,355.65,351.80,355.65,-3.05,-0.86,47672,09:22:10.000,610.00,320.30,2019-10-18 09:20:50,2019-10-18,09,20
EICMOT,20295.50,20518.00,20550.15,20565.90,20245.60,20518.00,-222.50,-1.08,570,09:22:11.000,25300.00,15196.95,2019-10-18 09:20:50,2019-10-18,09,20
GAIL,128.45,128.70,128.90,128.90,127.85,128.70,-0.25,-0.19,4531,09:22:12.000,190.98,119.65,2019-10-18 09:20:50,2019-10-18,09,20
JSWSTE,220.65,223.35,223.90,223.90,220.65,223.35,-2.70,-1.21,13768,09:22:13.000,378.05,201.90,2019-10-18 09:20:50,2019-10-18,09,20
BHAINF,254.95,257.20,257.50,257.50,254.50,257.20,-2.25,-0.87,1381,09:22:15.000,333.80,238.70,2019-10-18 09:20:50,2019-10-18,09,20
CIPLA,444.15,446.30,448.15,448.75,442.95,446.30,-2.15,-0.48,6852,09:22:17.000,646.25,389.55,2019-10-18 09:20:50,2019-10-18,09,20
TATMOT,136.00,138.15,140.00,140.00,135.55,138.15,-2.15,-1.56,410415,09:22:18.000,239.30,106.00,2019-10-18 09:20:50,2019-10-18,09,20
ZEEENT,259.20,264.70,247.95,262.80,247.95,264.70,-5.50,-2.08,182766,09:22:20.000,506.10,203.70,2019-10-18 09:20:50,2019-10-18,09,20
YESBAN,46.80,47.40,46.80,47.20,46.00,47.40,-0.60,-1.27,1137711,09:22:22.000,285.90,29.05,2019-10-18 09:20:50,2019-10-18,09,20
BSESEN,38990.79,39052.06,39087.83,39087.83,38963.60,39052.06,-61.27,-0.16,NA,09:22:23.568,NA,NA,2019-10-18 09:22:23,2019-10-18,09,22
HDFBAN,1226.95,1220.80,1222.30,1229.65,1222.30,1220.80,6.15,+0.50,6998,09:22:25.000,1285.00,942.20,2019-10-18 09:22:23,2019-10-18,09,22
RELPET,131.50,130.85,129.00,132.40,127.90,130.85,0.65,+0.50,2225733,15:30:03.000,152.95,68.10,2019-10-18 09:22:23,2019-10-18,09,22
HDFC,2075.30,2088.20,2095.00,2095.00,2065.00,2088.20,-12.90,-0.62,7575,09:22:31.000,2357.00,1646.00,2019-10-18 09:22:23,2019-10-18,09,22
INFTEC,766.75,769.10,766.65,769.25,763.00,769.10,-2.35,-0.31,20309,09:22:33.000,847.40,600.65,2019-10-18 09:22:23,2019-10-18,09,22
ICIBAN,436.80,440.55,438.40,439.00,436.50,440.55,-3.75,-0.85,49343,09:22:33.000,458.45,310.30,2019-10-18 09:22:23,2019-10-18,09,22
ITC,246.45,245.85,246.50,246.60,245.00,245.85,0.60,+0.24,9736,09:22:36.000,310.00,234.10,2019-10-18 09:22:23,2019-10-18,09,22
TCS,2036.60,2030.70,2038.00,2041.20,2030.00,2030.70,5.90,+0.29,4671,09:22:39.000,2296.00,1784.00,2019-10-18 09:22:23,2019-10-18,09,22
KOTMAH,1594.50,1603.95,1603.95,1604.80,1591.05,1603.95,-9.45,-0.59,1594,09:22:40.000,1682.40,1099.00,2019-10-18 09:22:23,2019-10-18,09,22
LARTOU,1432.15,1424.25,1428.00,1433.55,1425.80,1424.25,7.90,+0.55,5324,09:22:42.000,1606.70,1183.40,2019-10-18 09:22:23,2019-10-18,09,22
HINLEV,2092.65,2103.60,2100.00,2100.00,2091.00,2103.60,-10.95,-0.52,1847,09:22:42.000,2108.00,1522.00,2019-10-18 09:22:23,2019-10-18,09,22
AXIBAN,706.65,710.55,710.90,710.90,706.00,710.55,-3.90,-0.55,12371,09:22:44.000,826.55,534.15,2019-10-18 09:22:23,2019-10-18,09,22
STABAN,264.05,265.45,264.50,264.70,263.50,265.45,-1.40,-0.53,69278,09:22:44.000,373.70,244.35,2019-10-18 09:22:23,2019-10-18,09,22
BAJFI,4098.00,4105.20,4120.00,4120.00,4082.80,4105.20,-7.20,-0.18,2904,09:22:46.000,4115.25,2000.80,2019-10-18 09:22:23,2019-10-18,09,22
MARUTI,7072.00,7123.10,7105.00,7105.00,7062.95,7123.10,-51.10,-0.72,3190,09:22:45.000,7929.00,5447.00,2019-10-18 09:22:23,2019-10-18,09,22
INDBA,1322.00,1339.80,1338.00,1338.00,1320.35,1339.80,-17.80,-1.33,9221,09:22:49.000,1835.00,1192.00,2019-10-18 09:22:23,2019-10-18,09,22
ASIPAI,1807.00,1812.95,1812.95,1815.65,1801.20,1812.95,-5.95,-0.33,2340,09:22:51.000,1824.15,1119.60,2019-10-18 09:22:23,2019-10-18,09,22
BHAAIR,382.75,385.75,385.00,385.00,382.20,385.75,-3.00,-0.78,5216,09:22:53.000,396.55,264.41,2019-10-18 09:22:23,2019-10-18,09,22
HCLTEC,1094.00,1092.90,1103.00,1103.00,1090.95,1092.90,1.10,+0.10,524,09:22:54.000,1190.00,920.15,2019-10-18 09:22:23,2019-10-18,09,22
TITIND,1280.90,1276.85,1287.70,1287.70,1274.40,1276.85,4.05,+0.32,2988,09:22:56.000,1345.55,766.65,2019-10-18 09:22:23,2019-10-18,09,22
MAHMAH,587.60,593.15,589.75,591.10,586.15,593.15,-5.55,-0.94,3637,09:22:59.000,814.00,502.85,2019-10-18 09:22:23,2019-10-18,09,22
BAFINS,8322.00,8295.65,8362.00,8362.00,8282.45,8295.65,26.35,+0.32,755,09:23:01.000,8668.65,4960.00,2019-10-18 09:22:23,2019-10-18,09,22
NTPC,118.70,118.60,119.80,119.80,118.55,118.60,0.10,+0.08,7048,09:23:01.000,145.85,106.71,2019-10-18 09:22:23,2019-10-18,09,22
NESIND,14411.40,14512.75,14510.00,14512.75,14392.35,14512.75,-101.35,-0.70,100,09:23:04.000,14606.60,9205.00,2019-10-18 09:22:23,2019-10-18,09,22
POWGRI,197.75,197.70,197.00,197.75,197.00,197.70,0.05,+0.03,1583,09:23:03.000,216.20,173.05,2019-10-18 09:22:23,2019-10-18,09,22
ULTCEM,4294.75,4257.40,4260.00,4303.60,4256.90,4257.40,37.35,+0.88,1586,09:23:07.000,4903.90,3263.70,2019-10-18 09:22:23,2019-10-18,09,22
TECMAH,730.20,726.25,724.85,732.15,723.05,726.25,3.95,+0.54,4189,09:23:08.000,846.00,607.90,2019-10-18 09:22:23,2019-10-18,09,22
SUNPHA,399.20,401.40,401.60,401.60,397.80,401.40,-2.20,-0.55,9096,09:23:11.000,616.50,350.40,2019-10-18 09:22:23,2019-10-18,09,22
ONGC,140.60,141.35,141.00,141.15,140.00,141.35,-0.75,-0.53,11426,09:23:12.000,178.95,115.55,2019-10-18 09:22:23,2019-10-18,09,22
BAAUTO,3095.45,3110.30,3120.00,3123.45,3088.55,3110.30,-14.85,-0.48,891,09:23:14.000,3145.55,2400.00,2019-10-18 09:22:23,2019-10-18,09,22
BHARAS,NA,6053.45,NA,NA,NA,6053.45,NA,NA,NA,09:23:15.000,6539.00,3352.10,2019-10-18 09:22:23,2019-10-18,09,22
INDOIL,147.15,146.45,147.65,147.65,145.95,146.45,0.70,+0.48,12475,09:23:18.000,170.40,116.10,2019-10-18 09:22:23,2019-10-18,09,22
COALIN,198.90,199.35,199.00,199.00,197.90,199.35,-0.45,-0.23,20040,09:23:19.000,288.30,177.80,2019-10-18 09:22:23,2019-10-18,09,22
WIPRO,249.70,248.05,248.10,250.45,248.10,248.05,1.65,+0.67,12481,09:23:20.000,301.55,220.50,2019-10-18 09:22:23,2019-10-18,09,22
HERHON,2626.85,2628.60,2629.00,2631.70,2615.10,2628.60,-1.75,-0.07,888,09:23:22.000,3382.70,2228.25,2019-10-18 09:22:23,2019-10-18,09,22
BRIIND,3232.70,3245.20,3244.00,3244.00,3224.95,3245.20,-12.50,-0.39,296,09:23:23.000,3443.90,2302.00,2019-10-18 09:22:23,2019-10-18,09,22
UNIP,591.10,592.40,591.70,591.90,589.00,592.40,-1.30,-0.22,2631,09:23:25.000,709.25,390.53,2019-10-18 09:22:23,2019-10-18,09,22
DRREDD,2720.00,2726.65,2722.50,2725.20,2718.00,2726.65,-6.65,-0.24,171,09:23:26.000,2965.20,2065.30,2019-10-18 09:22:23,2019-10-18,09,22
ADAPOR,409.50,408.95,410.00,410.95,408.45,408.95,0.55,+0.13,8638,09:23:29.000,430.00,293.95,2019-10-18 09:22:23,2019-10-18,09,22
GRASIM,722.35,724.75,724.75,724.75,718.00,724.75,-2.40,-0.33,3445,09:23:27.000,958.55,635.60,2019-10-18 09:22:23,2019-10-18,09,22
VEDLIM,150.45,148.15,148.30,150.65,148.00,148.15,2.30,+1.55,96769,09:23:31.000,228.00,125.70,2019-10-18 09:22:23,2019-10-18,09,22
HINDAL,188.40,188.85,189.00,189.00,186.85,188.85,-0.45,-0.24,13098,09:23:33.000,246.00,171.25,2019-10-18 09:22:23,2019-10-18,09,22
TATSTE,354.00,355.65,355.65,355.65,351.80,355.65,-1.65,-0.46,59196,09:23:36.000,610.00,320.30,2019-10-18 09:22:23,2019-10-18,09,22
EICMOT,20335.95,20518.00,20550.15,20565.90,20245.60,20518.00,-182.05,-0.89,851,09:23:37.000,25300.00,15196.95,2019-10-18 09:22:23,2019-10-18,09,22
GAIL,128.55,128.70,128.90,128.90,127.85,128.70,-0.15,-0.12,4681,09:23:39.000,190.98,119.65,2019-10-18 09:22:23,2019-10-18,09,22
JSWSTE,222.15,223.35,223.90,223.90,220.65,223.35,-1.20,-0.54,18899,09:23:40.000,378.05,201.90,2019-10-18 09:22:23,2019-10-18,09,22
BHAINF,254.80,257.20,257.50,257.50,254.50,257.20,-2.40,-0.93,2019,09:23:43.000,333.80,238.70,2019-10-18 09:22:23,2019-10-18,09,22
CIPLA,444.75,446.30,448.15,448.75,442.95,446.30,-1.55,-0.35,7114,09:23:44.000,646.25,389.55,2019-10-18 09:22:23,2019-10-18,09,22
TATMOT,136.75,138.15,140.00,140.00,135.55,138.15,-1.40,-1.01,464736,09:23:44.000,239.30,106.00,2019-10-18 09:22:23,2019-10-18,09,22
ZEEENT,258.50,264.70,247.95,262.80,247.95,264.70,-6.20,-2.34,201353,09:23:46.000,506.10,203.70,2019-10-18 09:22:23,2019-10-18,09,22
YESBAN,46.95,47.40,46.80,47.20,46.00,47.40,-0.45,-0.95,1339386,09:23:47.000,285.90,29.05,2019-10-18 09:22:23,2019-10-18,09,22
BSESEN,39008.00,39052.06,39087.83,39087.83,38963.60,39052.06,-44.06,-0.11,NA,09:23:48.707,NA,NA,2019-10-18 09:23:48,2019-10-18,09,23
HDFBAN,1226.30,1220.80,1222.30,1229.65,1222.30,1220.80,5.50,+0.45,7630,09:23:49.000,1285.00,942.20,2019-10-18 09:23:48,2019-10-18,09,23
RELPET,131.50,130.85,129.00,132.40,127.90,130.85,0.65,+0.50,2225733,15:30:03.000,152.95,68.10,2019-10-18 09:23:48,2019-10-18,09,23
HDFC,2072.80,2088.20,2095.00,2095.00,2065.00,2088.20,-15.40,-0.74,7807,09:23:53.000,2357.00,1646.00,2019-10-18 09:23:48,2019-10-18,09,23
INFTEC,766.25,769.10,766.65,769.25,763.00,769.10,-2.85,-0.37,23906,09:23:54.000,847.40,600.65,2019-10-18 09:23:48,2019-10-18,09,23
ICIBAN,437.00,440.55,438.40,439.00,436.50,440.55,-3.55,-0.81,50255,09:23:56.000,458.45,310.30,2019-10-18 09:23:48,2019-10-18,09,23
ITC,246.85,245.85,246.50,247.00,245.00,245.85,1.00,+0.41,15914,09:23:57.000,310.00,234.10,2019-10-18 09:23:48,2019-10-18,09,23
TCS,2032.35,2030.70,2038.00,2041.20,2030.00,2030.70,1.65,+0.08,5190,09:23:58.000,2296.00,1784.00,2019-10-18 09:23:48,2019-10-18,09,23
KOTMAH,1594.70,1603.95,1603.95,1604.80,1591.05,1603.95,-9.25,-0.58,1866,09:24:01.000,1682.40,1099.00,2019-10-18 09:23:48,2019-10-18,09,23
LARTOU,1435.95,1424.25,1428.00,1435.95,1425.80,1424.25,11.70,+0.82,5993,09:24:01.000,1606.70,1183.40,2019-10-18 09:23:48,2019-10-18,09,23
HINLEV,2098.00,2103.60,2100.00,2100.00,2091.00,2103.60,-5.60,-0.27,2201,09:24:03.000,2108.00,1522.00,2019-10-18 09:23:48,2019-10-18,09,23
AXIBAN,707.90,710.55,710.90,710.90,706.00,710.55,-2.65,-0.37,13892,09:24:04.000,826.55,534.15,2019-10-18 09:23:48,2019-10-18,09,23
STABAN,264.45,265.45,264.50,264.70,263.50,265.45,-1.00,-0.38,76647,09:24:06.000,373.70,244.35,2019-10-18 09:23:48,2019-10-18,09,23
BAJFI,4108.25,4105.20,4120.00,4120.00,4082.80,4105.20,3.05,+0.07,3049,09:24:08.000,4115.25,2000.80,2019-10-18 09:23:48,2019-10-18,09,23
MARUTI,7069.85,7123.10,7105.00,7105.00,7062.95,7123.10,-53.25,-0.75,3457,09:24:10.000,7929.00,5447.00,2019-10-18 09:23:48,2019-10-18,09,23
INDBA,1323.45,1339.80,1338.00,1338.00,1320.35,1339.80,-16.35,-1.22,10235,09:24:12.000,1835.00,1192.00,2019-10-18 09:23:48,2019-10-18,09,23
ASIPAI,1804.00,1812.95,1812.95,1815.65,1801.20,1812.95,-8.95,-0.49,3139,09:24:14.000,1824.15,1119.60,2019-10-18 09:23:48,2019-10-18,09,23
BHAAIR,382.40,385.75,385.00,385.00,382.20,385.75,-3.35,-0.87,5624,09:24:16.000,396.55,264.41,2019-10-18 09:23:48,2019-10-18,09,23
HCLTEC,1092.80,1092.90,1103.00,1103.00,1090.95,1092.90,-0.10,-0.01,1285,09:24:18.000,1190.00,920.15,2019-10-18 09:23:48,2019-10-18,09,23
TITIND,1282.50,1276.85,1287.70,1287.70,1274.40,1276.85,5.65,+0.44,3136,09:24:20.000,1345.55,766.65,2019-10-18 09:23:48,2019-10-18,09,23
MAHMAH,587.70,593.15,589.75,591.10,586.15,593.15,-5.45,-0.92,3842,09:24:23.000,814.00,502.85,2019-10-18 09:23:48,2019-10-18,09,23
BAFINS,8350.00,8295.65,8362.00,8362.00,8282.45,8295.65,54.35,+0.66,876,09:24:23.000,8668.65,4960.00,2019-10-18 09:23:48,2019-10-18,09,23
NTPC,118.60,118.60,119.80,119.80,118.55,118.60,NA,NA,8669,09:24:26.000,145.85,106.71,2019-10-18 09:23:48,2019-10-18,09,23
NESIND,14455.35,14512.75,14510.00,14512.75,14392.35,14512.75,-57.40,-0.40,104,09:24:26.000,14606.60,9205.00,2019-10-18 09:23:48,2019-10-18,09,23
POWGRI,197.95,197.70,197.00,197.95,197.00,197.70,0.25,+0.13,1709,09:24:29.000,216.20,173.05,2019-10-18 09:23:48,2019-10-18,09,23
ULTCEM,4316.10,4257.40,4260.00,4316.10,4256.90,4257.40,58.70,+1.38,1871,09:24:30.000,4903.90,3263.70,2019-10-18 09:23:48,2019-10-18,09,23
TECMAH,731.55,726.25,724.85,732.15,723.05,726.25,5.30,+0.73,4420,09:24:31.000,846.00,607.90,2019-10-18 09:23:48,2019-10-18,09,23
SUNPHA,399.60,401.40,401.60,401.60,397.80,401.40,-1.80,-0.45,9499,09:24:33.000,616.50,350.40,2019-10-18 09:23:48,2019-10-18,09,23
ONGC,140.85,141.35,141.00,141.15,140.00,141.35,-0.50,-0.35,11759,09:24:36.000,178.95,115.55,2019-10-18 09:23:48,2019-10-18,09,23
BAAUTO,3099.35,3110.30,3120.00,3123.45,3088.55,3110.30,-10.95,-0.35,1039,09:24:37.000,3145.55,2400.00,2019-10-18 09:23:48,2019-10-18,09,23
BHARAS,NA,6053.45,NA,NA,NA,6053.45,NA,NA,NA,09:24:15.000,6539.00,3352.10,2019-10-18 09:23:48,2019-10-18,09,23
INDOIL,147.20,146.45,147.65,147.65,145.95,146.45,0.75,+0.51,13250,09:24:41.000,170.40,116.10,2019-10-18 09:23:48,2019-10-18,09,23
COALIN,199.00,199.35,199.00,199.15,197.90,199.35,-0.35,-0.18,23165,09:24:43.000,288.30,177.80,2019-10-18 09:23:48,2019-10-18,09,23
WIPRO,249.30,248.05,248.10,250.45,248.10,248.05,1.25,+0.50,14376,09:24:45.000,301.55,220.50,2019-10-18 09:23:48,2019-10-18,09,23
HERHON,2639.00,2628.60,2629.00,2641.95,2615.10,2628.60,10.40,+0.40,1004,09:24:48.000,3382.70,2228.25,2019-10-18 09:23:48,2019-10-18,09,23
BRIIND,3233.40,3245.20,3244.00,3244.00,3224.95,3245.20,-11.80,-0.36,301,09:24:49.000,3443.90,2302.00,2019-10-18 09:23:48,2019-10-18,09,23
UNIP,590.50,592.40,591.70,591.90,589.00,592.40,-1.90,-0.32,2751,09:24:50.000,709.25,390.53,2019-10-18 09:23:48,2019-10-18,09,23
DRREDD,2720.00,2726.65,2722.50,2725.20,2718.00,2726.65,-6.65,-0.24,172,09:24:51.000,2965.20,2065.30,2019-10-18 09:23:48,2019-10-18,09,23
ADAPOR,409.80,408.95,410.00,410.95,408.45,408.95,0.85,+0.21,8966,09:24:50.000,430.00,293.95,2019-10-18 09:23:48,2019-10-18,09,23
GRASIM,722.95,724.75,724.75,724.75,718.00,724.75,-1.80,-0.25,3568,09:24:52.000,958.55,635.60,2019-10-18 09:23:48,2019-10-18,09,23
VEDLIM,150.50,148.15,148.30,150.65,148.00,148.15,2.35,+1.59,116961,09:24:55.000,228.00,125.70,2019-10-18 09:23:48,2019-10-18,09,23
HINDAL,189.10,188.85,189.00,189.10,186.85,188.85,0.25,+0.13,15536,09:24:58.000,246.00,171.25,2019-10-18 09:23:48,2019-10-18,09,23
TATSTE,354.25,355.65,355.65,355.65,351.80,355.65,-1.40,-0.39,78758,09:24:59.000,610.00,320.30,2019-10-18 09:23:48,2019-10-18,09,23
EICMOT,20299.45,20518.00,20550.15,20565.90,20245.60,20518.00,-218.55,-1.07,964,09:25:00.000,25300.00,15196.95,2019-10-18 09:23:48,2019-10-18,09,23
GAIL,128.25,128.70,128.90,128.90,127.85,128.70,-0.45,-0.35,7741,09:25:03.000,190.98,119.65,2019-10-18 09:23:48,2019-10-18,09,23
JSWSTE,222.40,223.35,223.90,223.90,220.65,223.35,-0.95,-0.43,23703,09:25:04.000,378.05,201.90,2019-10-18 09:23:48,2019-10-18,09,23
BHAINF,254.80,257.20,257.50,257.50,254.50,257.20,-2.40,-0.93,2019,09:25:05.000,333.80,238.70,2019-10-18 09:23:48,2019-10-18,09,23
CIPLA,443.95,446.30,448.15,448.75,442.95,446.30,-2.35,-0.53,7271,09:25:07.000,646.25,389.55,2019-10-18 09:23:48,2019-10-18,09,23
TATMOT,137.35,138.15,140.00,140.00,135.55,138.15,-0.80,-0.58,515397,09:25:09.000,239.30,106.00,2019-10-18 09:23:48,2019-10-18,09,23
ZEEENT,255.50,264.70,247.95,262.80,247.95,264.70,-9.20,-3.48,318663,09:25:11.000,506.10,203.70,2019-10-18 09:23:48,2019-10-18,09,23
YESBAN,46.90,47.40,46.80,47.20,46.00,47.40,-0.50,-1.05,1410357,09:25:12.000,285.90,29.05,2019-10-18 09:23:48,2019-10-18,09,23
BSESEN,39031.85,39052.06,39087.83,39087.83,38963.60,39052.06,-20.21,-0.05,NA,09:25:12.839,NA,NA,2019-10-18 09:25:12,2019-10-18,09,25
HDFBAN,1228.05,1220.80,1222.30,1229.65,1222.30,1220.80,7.25,+0.59,8200,09:25:14.000,1285.00,942.20,2019-10-18 09:25:12,2019-10-18,09,25
RELPET,131.50,130.85,129.00,132.40,127.90,130.85,0.65,+0.50,2225733,15:30:03.000,152.95,68.10,2019-10-18 09:25:12,2019-10-18,09,25
HDFC,2072.65,2088.20,2095.00,2095.00,2065.00,2088.20,-15.55,-0.74,8024,09:25:18.000,2357.00,1646.00,2019-10-18 09:25:12,2019-10-18,09,25
INFTEC,766.45,769.10,766.65,769.25,763.00,769.10,-2.65,-0.34,24926,09:25:19.000,847.40,600.65,2019-10-18 09:25:12,2019-10-18,09,25
ICIBAN,437.75,440.55,438.40,439.00,436.50,440.55,-2.80,-0.64,58143,09:25:20.000,458.45,310.30,2019-10-18 09:25:12,2019-10-18,09,25
ITC,246.90,245.85,246.50,247.00,245.00,245.85,1.05,+0.43,18517,09:25:23.000,310.00,234.10,2019-10-18 09:25:12,2019-10-18,09,25
TCS,2036.10,2030.70,2038.00,2041.20,2030.00,2030.70,5.40,+0.27,5409,09:25:25.000,2296.00,1784.00,2019-10-18 09:25:12,2019-10-18,09,25
KOTMAH,1595.10,1603.95,1603.95,1604.80,1591.05,1603.95,-8.85,-0.55,1898,09:25:27.000,1682.40,1099.00,2019-10-18 09:25:12,2019-10-18,09,25
LARTOU,1438.75,1424.25,1428.00,1438.75,1425.80,1424.25,14.50,+1.02,7486,09:25:29.000,1606.70,1183.40,2019-10-18 09:25:12,2019-10-18,09,25
HINLEV,2095.05,2103.60,2100.00,2100.00,2091.00,2103.60,-8.55,-0.41,2619,09:25:31.000,2108.00,1522.00,2019-10-18 09:25:12,2019-10-18,09,25
AXIBAN,710.00,710.55,710.90,710.90,706.00,710.55,-0.55,-0.08,16257,09:25:33.000,826.55,534.15,2019-10-18 09:25:12,2019-10-18,09,25
STABAN,265.55,265.45,264.50,265.70,263.50,265.45,0.10,+0.04,87578,09:25:36.000,373.70,244.35,2019-10-18 09:25:12,2019-10-18,09,25
BAJFI,4120.90,4105.20,4120.00,4126.45,4082.80,4105.20,15.70,+0.38,4415,09:25:37.000,4115.25,2000.80,2019-10-18 09:25:12,2019-10-18,09,25
